LengthLeaf,WidthLeaf,L/W,L/V,ApicalAngle,SecondaryVeins,species,ID
12.80577788,10.437968750000001,2.617488667,0.2845728418,84.3995,45,syriaca,4600623
11.709467974999999,10.62309375,2.306226417,0.2276548083,101.872,51,syriaca,4600633
12.19592542,10.052729166666667,2.258827916,0.3767385416,120.745,34,syriaca,4987656
14.27348524,10.983770833333333,2.421388583,0.2358078404,100.0035,60,syriaca,5069317
13.9442236,13.12101041666667,1.969017539,0.3045636807,111.5985,46,syriaca,5083878
9.4942623875,7.515562499999999,2.351472112,0.3230316729,98.944,29,syriaca,5103748
14.47789612,13.2896875,2.031185024,0.4076511044,89.3945,35,syriaca,5124947
12.4067335,11.10275,2.081923126,0.2947332153,111.7575,42,syriaca,5138120
20.148602765,12.661281250000002,2.952783533,0.4141256314,69.3735,49,syriaca,5138236
14.21246466,11.196479166666668,2.342539949,0.4139540859,116.791,34,syriaca,5143623
15.5530682,11.628041666666666,2.474554017,0.4271833637,68.6635,36,syriaca,5167503
18.12749281,14.635072916666667,2.285901626,0.4168219014,102.73,43,syriaca,5168344
11.157145085,8.569739583333332,2.417334571,0.3722241386,82.0145,30,syriaca,5231641
14.625559695,13.3176875,2.025350755,0.4185659611,103.1725,35,syriaca,5252391
12.379025585,10.020593750000002,2.269634672,0.257291393,123.1945,48,syriaca,5271152
14.15934661,12.147062499999999,2.205213002,0.4230849833,78.725,33,syriaca,5271551
19.55957636,16.07914583333333,2.254286544,0.546142493,104.335,36,syriaca,5280467
11.712304020000001,12.124958333333334,2.758277645,0.3432412008,96.335,34,syriaca,5472355
14.837149125,16.276447916666665,2.613506437,0.4973340415,85.739,30,syriaca,5472399
16.473027164999998,12.764572916666665,3.67551944,0.3634239053,59.228,45,syriaca,5472565
16.691959830000002,13.138145833333333,3.22135278,0.3591082329,63.392,46,syriaca,5526662
12.257822745,11.615406250000001,2.340477821,0.2696635293,110.43,45,syriaca,5625325
